"","X","ST166Q02HA","ST166Q05HA","ST216Q01HA","ST216Q02HA","ST216Q03HA","FL167Q01HA","FL167Q02HA","FL167Q04HA","GRADE","MISCED","FISCED","BMMJ1","BFMJ2","BSMJ","literacy","sisced","COGFLEX","FLFAMILY","METASPAM"
"191",73454,6,6,2,2,3,2,2,3,0,6,6,68.55,79.74,88.31,540.9625,6,-0.0868735165116859,-0.329383646217568,0.553794608158519
"192",73456,3,3,4,3,3,1,2,2,-2,1,2,16.38,16.34,30.78,350.6479,2,1.37952245769061,-0.942077339240434,-0.940400185068825
"193",73457,4,5,3,2,2,2,2,3,0,6,6,82.41,82.41,79.05,672.7032,6,0.0468140892868284,-0.329383646217568,-0.250249580021204
"194",73458,4,6,3,2,2,1,3,3,0,6,6,70.5,62.39,73.38,619.0934,6,0.0468140892868284,-0.19727250408195,0.0228289661089937
"195",73463,5,5,2,3,3,2,2,2,0,6,2,48.66,31.08,68.7,528.2161,6,0.424885078014368,-0.562244012747661,-0.123476447825085
"196",73464,5,2,1,1,5,2,3,3,-1,2,2,26.64,21.96,85.85,379.2264,6,-0.383135814931499,0.0672090668826926,-0.942115625898092
"197",73465,3,5,2,1,1,4,4,3,0,1,2,23.47,27.91,86.72,647.1304,6,-1.38248920985662,1.38799038862918,-0.371754739735541
"198",73469,5,6,2,2,1,3,2,3,0,4,2,39.02,32.5,85.85,580.9615,6,-0.818101993299583,-0.0274610457748489,0.212806530169903
"199",73475,6,6,3,3,2,3,3,3,0,2,1,25.49,22.57,86.72,585.2637,6,0.556513263686608,0.4989672074669,0.553794608158519
"200",73476,6,6,3,2,2,3,2,2,0,6,6,75.54,70.34,85.85,504.0776,6,0.0468140892868284,-0.137261268610083,0.553794608158519
"201",73477,6,6,2,2,4,3,2,4,0,1,0,17,59.89,83.09,437.3386,3,0.269489590390518,0.0807371942380102,0.553794608158519
"202",73480,6,6,1,1,1,4,4,4,0,6,6,66.42,51.5,67.94,534.0995,6,-2.244308447264,1.61879374227692,0.553794608158519
"203",73481,1,1,1,1,1,3,4,3,0,1,2,23.47,37.83,79.74,559.552,5,-2.244308447264,1.08809774303528,-2.55637096389897
"204",73483,3,2,3,3,4,2,1,3,-2,0,0,24.53,36.92,30.78,396.3903,2,1.26065125212383,-0.928008923961234,-1.26355192734577
"205",73484,2,5,1,1,1,2,2,2,-1,2,2,31.08,57.03,60.92,470.1901,3,-2.244308447264,-0.562244012747661,-0.496500247014317
"206",73486,4,4,3,3,4,3,3,3,0,0,2,18.07,23.57,51.5,479.4176,6,1.26065125212383,0.4989672074669,-0.497888870771127
"207",73487,6,6,2,2,2,4,4,4,-1,6,5,55.25,75.5,70.34,387.8919,6,-0.451687151752597,1.61879374227692,0.553794608158519
"208",73488,4,4,2,2,2,2,2,3,0,6,6,65.01,71.39,73.91,483.2412,6,-0.451687151752597,-0.329383646217568,-0.497888870771127
"209",73489,6,6,2,2,2,1,1,2,0,5,5,26.64,20.95,79.74,589.963,6,-0.451687151752597,-1.35253152854004,0.553794608158519
"210",73493,3,4,4,3,4,4,4,3,1,1,1,16.8,22.57,80.46,542.6557,6,1.66946197895088,1.38799038862918,-0.632877796510115
"211",73494,2,3,1,2,2,2,2,3,-2,0,5,17,51.5,63.31,325.4749,1,-0.956009515285435,-0.329383646217568,-1.09982469592854
"212",73496,4,4,1,1,2,4,3,4,0,1,1,17,23.09,76.65,476.3098,3,-1.55595664359465,1.10130441699083,-0.497888870771127
"213",73497,4,4,3,3,3,2,2,3,0,4,2,70.34,70.34,73.71,592.9927,6,0.914436242482403,-0.329383646217568,-0.497888870771127
"214",73499,2,1,2,2,2,1,1,1,-1,0,2,28.48,22.57,70.1,358.9625,3,-0.451687151752597,-1.69146723648415,-1.93980487635896
"215",73500,6,6,1,1,1,3,3,4,0,2,3,44.94,36.92,69.24,611.8182,6,-2.244308447264,0.808349755277976,0.553794608158519
"216",73501,5,6,3,2,2,1,2,2,0,4,4,76.65,36.92,80.46,602.2804,6,0.0468140892868284,-0.942077339240434,0.212806530169903
"217",73503,6,6,2,2,5,3,3,3,0,6,4,75.5,44.14,88.7,544.1108,6,0.623012918723162,0.4989672074669,0.553794608158519
"218",73507,5,6,2,2,2,2,4,3,0,4,2,17,25.04,79.74,585.6674,6,-0.451687151752597,0.786808725217665,0.212806530169903
"219",73508,6,6,1,1,1,4,4,4,0,1,2,51.56,57.03,85.85,495.0935,6,-2.244308447264,1.61879374227692,0.553794608158519
"220",73510,5,6,4,2,3,3,2,3,0,6,6,73.38,73.38,80.92,582.004,6,0.889832486174701,-0.0274610457748489,0.212806530169903
"221",73512,6,6,4,5,3,1,2,1,0,2,2,19.66,17,80.46,530.376,6,2.15241055148404,-1.05404141957521,0.553794608158519
"222",73513,3,3,3,2,4,1,1,1,-1,4,0,17,17,70.34,391.9645,6,0.756149318894994,-1.69146723648415,-0.940400185068825
"223",73515,6,6,3,3,2,4,3,4,0,6,6,75.54,75.54,81.92,532.6931,6,0.556513263686608,1.10130441699083,0.553794608158519
"224",73521,4,3,2,2,4,4,4,4,-1,4,0,25.95,25.95,84.14,453.0855,6,0.269489590390518,1.61879374227692,-0.782927337634772
"225",73522,5,5,3,3,4,2,2,3,0,4,6,39.04,88.31,81.13,528.5795,6,1.26065125212383,-0.329383646217568,-0.123476447825085
"226",73523,3,2,3,2,3,3,2,3,-1,2,4,31.08,50.15,74.66,414.3083,2,0.400682026601553,-0.0274610457748489,-1.26355192734577
"227",73524,3,3,5,3,3,1,1,1,-2,5,5,23.57,25.95,24.98,272.7698,2,1.76884557923672,-1.69146723648415,-0.940400185068825
"228",73525,4,4,2,2,2,3,3,2,0,5,5,23.47,25.26,86.72,537.085,6,-0.451687151752597,0.242358991049589,-0.497888870771127
"229",73528,6,6,1,1,1,3,4,4,0,2,1,17,25.95,80.46,583.7417,6,-2.244308447264,1.1999243701099,0.553794608158519
"230",73529,2,2,3,3,3,1,1,3,0,4,4,55.25,70.34,86.72,494.2234,6,0.914436242482403,-1.20089134693881,-1.43773108173645
"231",73532,1,1,3,2,5,2,2,2,0,4,3,31.08,30.78,51.5,487.0922,2,1.11195196952821,-0.562244012747661,-2.55637096389897
"232",73534,6,3,1,4,4,3,3,4,-2,2,0,71.39,30.35,63.31,445.3299,2,0.805447504254897,0.808349755277976,-0.499278759561961
"233",73535,6,6,3,2,2,4,4,3,0,6,6,73.91,54,57.64,440.1599,6,0.0468140892868284,1.38799038862918,0.553794608158519
"234",73537,6,6,3,3,2,2,2,3,0,1,0,40.54,22.77,79.05,514.2536,6,0.556513263686608,-0.329383646217568,0.553794608158519
"235",73538,6,6,2,2,2,1,2,3,-1,2,2,25.95,25.95,46.76,465.6016,2,-0.451687151752597,-0.817201567464392,0.553794608158519
"236",73539,3,3,1,2,2,1,1,1,-2,6,6,23.57,36.97,50.9,294.7221,5,-0.956009515285435,-1.69146723648415,-0.940400185068825
"237",73540,3,6,3,2,3,1,2,2,0,2,4,30.9,24.85,80.46,540.9088,6,0.400682026601553,-0.942077339240434,-0.122042536612425
"238",73542,5,5,1,1,1,3,3,2,0,2,2,17,26.62,85.85,423.5666,5,-2.244308447264,0.242358991049589,-0.123476447825085
"239",73543,5,5,4,2,3,1,1,2,0,1,1,17,16.8,86.72,469.4508,6,0.889832486174701,-1.35253152854004,-0.123476447825085
"240",73544,1,1,1,2,3,4,4,4,0,6,6,46.76,79.74,72.83,456.8287,3,-0.58804166972774,1.61879374227692,-2.55637096389897
"241",73546,3,2,2,2,1,2,3,4,0,4,6,28.48,26.62,50.9,534.5048,6,-0.818101993299583,0.18797630224899,-1.26355192734577
"242",73547,4,4,4,3,3,1,2,2,0,4,2,30.9,32.67,79.05,511.9679,6,1.37952245769061,-0.942077339240434,-0.497888870771127
"243",73548,6,5,4,3,3,2,2,2,0,6,6,79.05,78.69,79.05,667.5144,6,1.37952245769061,-0.562244012747661,0.0211012480741791
"244",73549,6,5,1,1,2,3,3,3,-2,6,2,25.04,30.78,86.72,456.9239,3,-1.55595664359465,0.4989672074669,0.0211012480741791
"245",73551,6,3,2,1,2,1,2,2,0,6,6,79.74,79.74,85.85,568.5509,6,-0.98174169644885,-0.942077339240434,-0.499278759561961
"246",73552,1,3,3,3,2,1,1,4,-1,1,1,24.53,23.41,58.77,426.403,1,0.556513263686608,-1.08208497242367,-1.2617658807367
"247",73553,3,1,2,1,2,3,3,3,0,6,6,82.41,78.69,80.46,623.089,3,-0.98174169644885,0.4989672074669,-1.64709770664521
"248",73554,4,3,1,2,2,3,4,3,-3,6,6,24.53,45.76,45.76,406.3596,1,-0.956009515285435,1.08809774303528,-0.782927337634772
"249",73555,1,1,3,3,4,2,4,4,-1,3,3,20.91,25.95,30.78,332.4637,2,1.26065125212383,0.932976494819686,-2.55637096389897
"250",73559,6,6,2,3,4,4,4,4,-1,1,2,17,25.95,79.74,437.947,6,0.780791114631594,1.61879374227692,0.553794608158519
"251",73560,4,6,1,1,1,4,4,4,0,5,5,57.03,75.5,88.7,642.7757,6,-2.244308447264,1.61879374227692,0.0228289661089937
"252",73563,2,1,2,1,2,1,2,1,0,0,1,16.38,22.57,86.72,510.59,6,-0.98174169644885,-1.05404141957521,-1.93980487635896
"253",73565,6,3,2,2,2,4,4,4,0,4,2,43.33,26.92,86.81,502.4848,6,-0.451687151752597,1.61879374227692,-0.499278759561961
"254",73566,4,4,2,1,2,3,3,2,0,6,6,76.65,79.05,80.46,568.5385,6,-0.98174169644885,0.242358991049589,-0.497888870771127
"255",73567,5,6,3,3,5,3,3,3,0,4,0,44.72,25.06,84.14,650.6355,6,1.56602468771262,0.4989672074669,0.212806530169903
"256",73569,3,5,3,2,2,2,3,3,0,5,5,24.98,30.49,86.72,516.6023,6,0.0468140892868284,0.0672090668826926,-0.371754739735541
"257",73574,1,1,3,2,2,1,1,3,0,5,5,31.08,78.86,63.03,513.8489,6,0.0468140892868284,-1.20089134693881,-2.55637096389897
"258",73575,2,6,4,1,1,3,3,3,0,4,6,50.37,55.25,86.72,559.1946,6,-0.340449209807529,0.4989672074669,-0.248928815485956
"259",73578,5,5,2,2,2,3,3,3,0,6,6,82.41,70.34,70.34,614.4611,6,-0.451687151752597,0.4989672074669,-0.123476447825085
"260",73580,5,3,4,3,5,1,2,4,0,5,2,31.08,57.03,79.05,584.0415,5,1.93028870511291,-0.648792456255836,-0.634405602163965
"261",73588,3,3,3,2,1,3,3,3,0,2,2,28.48,25.26,73.38,503.4741,6,-0.315326501286834,0.4989672074669,-0.940400185068825
"262",73593,4,1,3,3,3,2,3,3,0,6,5,28.48,57.03,81.92,636.5742,6,0.914436242482403,0.0672090668826926,-1.43973432915097
"263",73594,5,4,3,2,2,2,2,2,0,4,2,26.64,26.6,67.94,565.0338,6,0.0468140892868284,-0.562244012747661,-0.373068066846296
"264",73596,4,2,2,3,3,4,4,3,0,0,1,14.21,20.91,81.92,469.8921,6,0.424885078014368,1.38799038862918,-1.10154667257686
"265",73598,6,6,1,1,2,3,3,2,0,6,3,76.49,51.5,88.7,628.3125,6,-1.55595664359465,0.242358991049589,0.553794608158519
"266",73600,1,6,2,2,2,1,1,1,0,2,0,24.98,59.89,86.72,632.0122,6,-0.451687151752597,-1.69146723648415,-0.37044179990668
"267",73602,6,6,3,3,3,1,1,1,-1,2,2,44.94,25.95,62.45,523.7782,2,0.914436242482403,-1.69146723648415,0.553794608158519
"268",73603,6,6,2,3,4,2,2,3,0,6,5,82.41,62.45,79.74,528.8832,6,0.780791114631594,-0.329383646217568,0.553794608158519
"269",73604,6,6,3,2,2,3,3,3,0,6,6,70.34,70.34,70.34,545.4534,6,0.0468140892868284,0.4989672074669,0.553794608158519
"270",73606,6,5,3,3,3,3,3,3,0,6,6,76.65,76.65,82.41,676.1945,6,0.914436242482403,0.4989672074669,0.0211012480741791
"271",73607,6,6,2,1,1,1,1,1,0,6,6,68.7,76.65,71.39,650.6838,6,-1.38248920985662,-1.69146723648415,0.553794608158519
"272",73609,3,3,1,1,1,2,2,2,0,4,4,70.34,23.8,88.7,565.1145,6,-2.244308447264,-0.562244012747661,-0.940400185068825
"273",73610,6,6,2,1,3,2,2,2,0,0,0,17,28.52,86.72,527.0587,6,-0.61316527224348,-0.562244012747661,0.553794608158519
"274",73611,6,4,1,1,1,4,4,4,0,6,6,58.77,50.9,79.49,516.6446,6,-2.244308447264,1.61879374227692,-0.251569765208248
"275",73613,4,6,2,2,3,2,3,4,0,4,0,28.48,31.08,88.7,625.3736,6,-0.0868735165116859,0.18797630224899,0.0228289661089937
"276",73614,3,4,3,3,3,1,2,4,0,6,6,58.77,78.17,50.15,529.0052,3,0.914436242482403,-0.648792456255836,-0.632877796510115
"277",73618,5,6,2,1,3,4,4,4,0,5,2,13.24,17.85,68.7,582.102,6,-0.61316527224348,1.61879374227692,0.212806530169903
"278",73619,6,6,3,3,4,1,2,3,0,2,2,20.78,20.78,76.65,552.3244,3,1.26065125212383,-0.817201567464392,0.553794608158519
"279",73620,6,6,1,1,1,4,4,3,0,2,2,24.16,37.83,83.09,590.9066,6,-2.244308447264,1.38799038862918,0.553794608158519
"280",73621,6,6,3,2,3,4,1,4,0,4,6,39.02,68.54,84.14,641.3433,6,0.400682026601553,-0.0145558502973575,0.553794608158519
"281",73622,3,4,3,2,3,4,4,4,0,6,2,70.5,25.04,73.91,513.1565,6,0.400682026601553,1.61879374227692,-0.632877796510115
"282",73623,5,5,4,3,3,4,4,3,0,6,5,82.41,17,79.74,544.5842,6,1.37952245769061,1.38799038862918,-0.123476447825085
"283",73626,6,6,3,2,2,3,3,3,0,4,1,40.56,25.23,88.7,633.8471,6,0.0468140892868284,0.4989672074669,0.553794608158519
"284",73627,5,6,2,2,3,3,2,4,0,6,6,57.04,57.04,70.34,582.0293,6,-0.0868735165116859,0.0807371942380102,0.212806530169903
"285",73628,4,3,3,3,3,1,1,1,-3,1,1,17,22.57,70.1,360.5478,6,0.914436242482403,-1.69146723648415,-0.782927337634772
"286",73631,4,5,3,3,3,2,2,2,0,4,2,16.8,26.85,70.34,511.8657,6,0.914436242482403,-0.562244012747661,-0.250249580021204
"287",73633,3,3,3,3,3,1,2,1,-3,2,2,16.5,57.03,30.78,337.1724,4,0.914436242482403,-1.05404141957521,-0.940400185068825
"288",73634,6,6,2,1,2,2,2,2,0,4,2,28.48,28.48,88.7,554.8331,6,-0.98174169644885,-0.562244012747661,0.553794608158519
"289",73635,6,4,3,4,4,3,3,2,-1,4,1,44.94,37.22,74.66,668.2681,6,1.68806116574265,0.242358991049589,-0.251569765208248
"290",73636,5,4,2,2,2,2,3,4,0,1,4,11.74,25.51,86.72,507.0971,6,-0.451687151752597,0.18797630224899,-0.373068066846296
"291",73640,4,6,4,3,4,3,2,2,0,4,4,50.37,50.73,77.1,600.5997,6,1.66946197895088,-0.137261268610083,0.0228289661089937
"292",73641,4,5,2,2,4,4,3,3,0,0,5,16.38,59.89,86.72,506.7147,6,0.269489590390518,0.99119142392321,-0.250249580021204
"293",73642,6,6,3,2,3,4,4,4,0,1,2,25.91,20.78,81.92,622.3888,6,0.400682026601553,1.61879374227692,0.553794608158519
"294",73645,4,4,3,3,3,3,2,3,-1,2,2,32.2,17,46.76,438.4685,5,0.914436242482403,-0.0274610457748489,-0.497888870771127
"295",73646,5,6,1,1,2,3,3,3,0,6,6,80.92,71.39,78.69,557.1479,6,-1.55595664359465,0.4989672074669,0.212806530169903
"296",73649,6,6,2,2,2,3,3,2,0,6,6,81.13,88.31,88.31,541.31,6,-0.451687151752597,0.242358991049589,0.553794608158519
"297",73650,6,6,4,4,4,1,2,2,0,6,2,58.77,32.5,86.72,512.289,5,2.04129831335981,-0.942077339240434,0.553794608158519
"298",73654,4,3,3,3,3,3,3,2,0,6,5,68.7,25.06,70.5,408.3029,2,0.914436242482403,0.242358991049589,-0.782927337634772
"299",73657,4,3,3,3,4,3,3,3,0,6,6,57.99,51.5,76.24,587.3714,6,1.26065125212383,0.4989672074669,-0.782927337634772
"300",73659,4,5,3,2,5,4,4,4,0,4,2,55.25,57.03,72.83,440.8945,6,1.11195196952821,1.61879374227692,-0.250249580021204
"301",73661,4,4,2,3,4,1,1,2,0,6,6,58.77,43.33,71.39,428.7888,6,0.780791114631594,-1.35253152854004,-0.497888870771127
"302",73663,6,6,2,2,2,3,3,3,0,4,6,17,70.34,88.7,553.8345,6,-0.451687151752597,0.4989672074669,0.553794608158519
"303",73665,6,5,3,3,4,4,4,4,0,4,4,57.68,57.03,84.14,610.7249,6,1.26065125212383,1.61879374227692,0.0211012480741791
"304",73667,5,1,3,2,3,2,3,2,0,6,4,68.7,32.5,68.7,515.7999,6,0.400682026601553,-0.0403881215327886,-1.26533928912363
"305",73670,6,6,1,1,1,3,3,3,0,5,2,31.08,30.34,82.41,463.4855,6,-2.244308447264,0.4989672074669,0.553794608158519
"306",73671,6,6,4,4,4,2,2,2,-1,1,1,14.21,19.78,31.08,327.7651,5,2.04129831335981,-0.562244012747661,0.553794608158519
"307",73673,5,5,2,2,1,2,2,3,0,2,2,14.21,19.78,51.5,510.8188,4,-0.818101993299583,-0.329383646217568,-0.123476447825085
"308",73674,6,1,3,3,3,1,3,1,0,6,4,82.41,31.08,15.35,510.5063,6,0.914436242482403,-0.592134007023301,-1.10326886493214
"309",73676,6,6,2,2,2,2,3,2,0,3,3,58.77,32.5,70.34,461.6546,6,-0.451687151752597,-0.0403881215327886,0.553794608158519
"310",73678,1,1,1,1,1,1,1,1,-1,2,2,39.02,57.03,50.9,340.7298,5,-2.244308447264,-1.69146723648415,-2.55637096389897
"311",73680,2,6,4,3,4,2,2,3,-1,4,4,81.05,59.18,78.69,408.9784,5,1.66946197895088,-0.329383646217568,-0.248928815485956
"312",73681,6,6,2,3,2,2,3,2,0,2,3,62.13,39.04,80.92,583.48,6,0.0713105617274848,-0.0403881215327886,0.553794608158519
"313",73682,6,5,3,2,3,4,4,3,0,3,1,17,15.35,78.69,609.8883,6,0.400682026601553,1.38799038862918,0.0211012480741791
"314",73683,5,6,2,4,3,2,2,2,0,6,6,82.41,85.41,77.1,571.4226,6,0.938995075196844,-0.562244012747661,0.212806530169903
"315",73684,6,1,1,1,3,2,3,3,0,4,4,14.21,26.13,47.42,470.4163,6,-1.12402196033105,0.0672090668826926,-1.10326886493214
"316",73685,3,3,3,4,3,2,2,1,-1,2,4,16.38,57.03,50.15,524.2858,2,1.4007424608821,-0.762354626636194,-0.940400185068825
"317",73686,6,6,1,1,1,3,3,3,0,2,2,23.41,30.78,62.45,517.2187,6,-2.244308447264,0.4989672074669,0.553794608158519
"318",73688,6,6,1,1,4,2,2,3,0,2,2,51.56,24.53,79.05,467.7499,3,-0.749434010042186,-0.329383646217568,0.553794608158519
"319",73689,6,6,1,2,1,4,4,4,0,5,4,76.65,25.04,80.46,540.2507,6,-1.35255153112643,1.61879374227692,0.553794608158519
"320",73690,6,6,3,2,2,3,3,3,0,6,6,76.49,79.74,81.92,530.6889,6,0.0468140892868284,0.4989672074669,0.553794608158519
"321",73691,5,6,2,2,3,2,2,1,0,2,1,24.98,32.5,79.05,577.5135,6,-0.0868735165116859,-0.762354626636194,0.212806530169903
"322",73692,4,3,3,2,3,1,1,1,0,3,2,14.39,26.62,86.72,498.4968,6,0.400682026601553,-1.69146723648415,-0.782927337634772
"323",73697,5,2,4,3,3,2,2,3,0,4,6,80.46,75.54,80.46,463.5037,3,1.37952245769061,-0.329383646217568,-0.942115625898092
"324",73698,6,6,3,3,3,2,2,2,0,6,6,82.41,79.74,79.74,536.4163,5,0.914436242482403,-0.562244012747661,0.553794608158519
"325",73700,3,2,4,3,4,1,2,3,-2,4,4,30.9,20.95,50.9,319.1385,6,1.66946197895088,-0.817201567464392,-1.26355192734577
"326",73701,5,2,2,3,2,3,3,4,0,6,6,54.55,65.42,80.92,500.8595,6,0.0713105617274848,0.808349755277976,-0.942115625898092
"327",73704,6,4,3,2,3,3,3,3,-1,2,4,16.8,26.6,81.92,385.3511,6,0.400682026601553,0.4989672074669,-0.251569765208248
"328",73705,6,6,3,3,3,1,1,1,0,6,2,57.99,26.85,63.03,526.4039,6,0.914436242482403,-1.69146723648415,0.553794608158519
"329",73707,5,5,2,1,2,3,4,3,-1,5,1,26.64,26.13,70.34,537.3483,6,-0.98174169644885,1.08809774303528,-0.123476447825085
"330",73708,2,5,3,2,2,2,2,2,-1,0,0,23.88,16.8,78.69,524.6629,6,0.0468140892868284,-0.562244012747661,-0.496500247014317
"331",73711,3,6,3,3,4,3,2,3,0,4,2,24.98,23.19,85.85,568.2978,6,1.26065125212383,-0.0274610457748489,-0.122042536612425
"332",73714,4,4,3,2,2,3,3,3,0,4,4,44.94,36.35,86.72,584.9734,6,0.0468140892868284,0.4989672074669,-0.497888870771127
"333",73716,4,3,2,2,2,2,2,3,0,1,1,13.24,59.89,70.34,527.5899,3,-0.451687151752597,-0.329383646217568,-0.782927337634772
"334",73717,6,6,1,1,4,3,3,3,0,2,2,57.03,24.16,81.92,536.7971,6,-0.749434010042186,0.4989672074669,0.553794608158519
"335",73718,6,5,3,2,3,1,2,3,0,6,4,57.03,73.91,70.34,559.5975,6,0.400682026601553,-0.817201567464392,0.0211012480741791
"336",73719,6,6,3,3,4,2,2,2,0,6,6,82.41,86.72,68.88,565.331,6,1.26065125212383,-0.562244012747661,0.553794608158519
"337",73720,6,6,3,2,2,3,2,2,0,4,2,24.98,36.92,76.24,578.1179,6,0.0468140892868284,-0.137261268610083,0.553794608158519
"338",73723,6,6,3,2,3,3,3,3,0,6,5,82.41,21.13,79.05,589.9425,6,0.400682026601553,0.4989672074669,0.553794608158519
"339",73724,4,5,2,2,3,2,2,3,0,4,1,16.8,59.89,76.65,531.9653,6,-0.0868735165116859,-0.329383646217568,-0.250249580021204
"340",73725,6,3,3,3,3,3,3,3,0,6,2,55.25,51.5,43.85,505.168,6,0.914436242482403,0.4989672074669,-0.499278759561961
"341",73726,5,5,3,2,4,4,4,4,-1,2,1,26.64,13.87,60.92,417.1738,6,0.756149318894994,1.61879374227692,-0.123476447825085
"342",73729,6,5,1,1,2,4,4,4,0,1,5,16.8,40.54,79.74,537.603,6,-1.55595664359465,1.61879374227692,0.0211012480741791
"343",73731,3,3,2,2,2,1,2,2,-1,3,3,75.5,75.5,50.9,516.1843,2,-0.451687151752597,-0.942077339240434,-0.940400185068825
"344",73734,5,6,2,2,2,3,3,3,0,6,5,70.34,43.85,50.9,476.4166,6,-0.451687151752597,0.4989672074669,0.212806530169903
"345",73735,3,3,4,3,4,2,2,2,0,5,5,70.34,36.35,85.85,470.7858,6,1.66946197895088,-0.562244012747661,-0.940400185068825
"346",73736,6,6,3,3,3,3,3,3,0,2,1,26.64,30.78,67.94,580.0593,6,0.914436242482403,0.4989672074669,0.553794608158519
"347",73738,5,5,3,3,4,2,2,2,0,4,4,26.64,65.01,88.31,496.2573,6,1.26065125212383,-0.562244012747661,-0.123476447825085
"348",73739,6,6,3,2,3,2,3,3,0,2,1,30.49,25.23,85.85,630.3171,6,0.400682026601553,0.0672090668826926,0.553794608158519
"349",73741,6,6,3,2,2,2,2,3,0,6,4,86.72,70.34,78.69,613.0257,6,0.0468140892868284,-0.329383646217568,0.553794608158519
"350",73742,6,6,3,4,5,3,3,4,0,1,1,23.47,20.91,50.9,506.516,6,1.94763804997409,0.808349755277976,0.553794608158519
"351",73746,6,6,3,2,2,3,3,2,0,5,6,47.83,86.72,88.7,554.7344,6,0.0468140892868284,0.242358991049589,0.553794608158519
"352",73747,5,5,3,2,2,1,1,2,0,6,6,73.38,62.39,51.01,608.5195,6,0.0468140892868284,-1.35253152854004,-0.123476447825085
"353",73749,5,5,2,2,2,4,4,4,0,4,6,43.33,56.38,81.78,374.8348,6,-0.451687151752597,1.61879374227692,-0.123476447825085
"354",73750,4,4,1,2,1,2,2,2,0,6,6,75.54,50.9,84.61,522.0957,3,-1.35255153112643,-0.562244012747661,-0.497888870771127
"355",73752,6,6,3,2,2,2,3,3,0,4,6,28.48,82.41,50.9,544.7473,6,0.0468140892868284,0.0672090668826926,0.553794608158519
"356",73755,6,5,3,3,2,2,2,2,0,0,1,19.83,59.89,70.34,538.9461,6,0.556513263686608,-0.562244012747661,0.0211012480741791
"357",73756,4,4,2,3,3,2,3,1,0,1,1,57.03,17,86.72,468.6758,6,0.424885078014368,-0.151450272797855,-0.497888870771127
"358",73757,1,2,2,1,2,2,2,4,-2,6,5,54.86,30.78,78.17,500.9054,6,-0.98174169644885,-0.181933258952332,-1.64455766548529
"359",73759,3,4,1,1,1,1,1,1,-1,6,2,21.64,25.95,79.74,452.9651,6,-2.244308447264,-1.69146723648415,-0.632877796510115
"360",73760,3,2,3,3,3,3,3,2,0,6,6,62.45,73.91,88.96,525.4638,6,0.914436242482403,0.242358991049589,-1.26355192734577
"361",73766,4,1,3,3,4,1,3,3,0,4,5,44.94,36.92,79.74,500.8599,6,1.26065125212383,-0.19727250408195,-1.43973432915097
"362",73769,5,6,2,2,3,3,3,3,0,6,6,70.34,80.46,84.14,572.291,6,-0.0868735165116859,0.4989672074669,0.212806530169903
"363",73770,6,3,2,2,2,3,2,2,-2,2,0,43.19,43.85,85.85,427.8144,2,-0.451687151752597,-0.137261268610083,-0.499278759561961
"364",73772,3,3,4,4,3,1,1,1,-2,6,3,49.3,15.35,50.9,317.856,6,1.78681446405095,-1.69146723648415,-0.940400185068825
"365",73773,5,6,3,3,4,2,2,2,0,2,0,28.48,59.35,86.72,507.991,6,1.26065125212383,-0.562244012747661,0.212806530169903
"366",73777,6,6,3,3,3,2,2,2,0,6,1,86.72,65.42,57.03,657.9109,6,0.914436242482403,-0.562244012747661,0.553794608158519
"367",73778,1,1,3,3,3,1,1,1,-1,0,0,16.8,22.57,58.77,400.1025,1,0.914436242482403,-1.69146723648415,-2.55637096389897
"368",73779,3,3,4,3,3,2,2,3,0,4,4,43.33,20.91,51.5,525.9709,5,1.37952245769061,-0.329383646217568,-0.940400185068825
"369",73780,4,4,2,2,2,4,4,4,0,5,1,51.56,25.23,30.78,551.801,6,-0.451687151752597,1.61879374227692,-0.497888870771127
"370",73785,5,5,2,2,3,1,2,2,0,3,2,70.34,35.34,80.46,552.0944,6,-0.0868735165116859,-0.942077339240434,-0.123476447825085
"371",73786,6,4,3,4,4,3,3,3,0,6,6,58.77,43.33,79.74,497.57,6,1.68806116574265,0.4989672074669,-0.251569765208248
"372",73787,2,3,3,3,4,1,1,2,-1,4,2,39.02,26.85,85.85,406.7769,6,1.26065125212383,-1.35253152854004,-1.09982469592854
"373",73789,6,6,2,2,1,4,2,4,-1,2,2,39.02,30.49,73.71,489.603,6,-0.818101993299583,0.56015092255695,0.553794608158519
"374",73790,6,6,3,2,3,3,2,2,0,4,4,43.85,25.95,76.65,508.6936,6,0.400682026601553,-0.137261268610083,0.553794608158519
"375",73793,3,4,4,3,4,3,2,3,-2,2,6,24.16,17,46.38,397.3944,1,1.66946197895088,-0.0274610457748489,-0.632877796510115
"376",73795,5,3,2,2,3,2,2,2,0,6,6,82.41,82.41,68.7,483.408,6,-0.0868735165116859,-0.562244012747661,-0.634405602163965
"377",73798,2,2,2,2,2,2,2,2,0,6,6,76.49,73.91,50.9,503.7598,6,-0.451687151752597,-0.562244012747661,-1.43773108173645
"378",73800,4,4,4,3,3,2,2,2,-1,2,2,20.95,24.49,25.04,486.8804,5,1.37952245769061,-0.562244012747661,-0.497888870771127
"379",73801,3,2,3,3,2,2,3,3,0,4,1,39.02,39.04,54.55,541.257,6,0.556513263686608,0.0672090668826926,-1.26355192734577
"380",73802,6,6,1,1,1,3,2,3,0,5,5,23.41,35.34,51.5,402.6121,6,-2.244308447264,-0.0274610457748489,0.553794608158519
